order_date,product,quantity,revenue,profit
2025-01-24,Monitor,1,33512,6522
2024-08-31,Phone,4,42216,6046
2025-08-07,Tablet,5,42283,4898
2025-04-12,Laptop,2,44287,5525
2025-06-21,Laptop,5,20691,1087
2024-07-28,Keyboard,4,3279,8312
2025-08-26,Laptop,8,18730,7058
2025-09-28,Phone,1,46991,5981
2024-03-13,Keyboard,5,23905,5692
2025-09-26,Laptop,1,13303,155
2024-11-04,Tablet,4,28325,819
2025-11-26,Phone,8,14198,2990
2025-11-29,Tablet,1,35060,7949
2025-12-10,Tablet,2,15876,6664
2025-08-12,Keyboard,1,18618,5855
2024-07-04,Monitor,7,13617,4405
2024-09-09,Keyboard,2,40483,983
2024-01-13,Phone,1,38456,8816
2024-10-25,Phone,6,49286,5710
2024-03-16,Keyboard,6,47969,5956
2024-02-20,Monitor,2,38549,6100
2024-05-28,Keyboard,1,22742,8311
2025-12-31,Phone,3,1444,4524
2024-05-01,Monitor,5,32195,9544
2024-07-29,Phone,6,2011,304
2024-10-06,Monitor,3,45986,9949
2025-06-21,Monitor,9,23002,7137
2025-11-15,Keyboard,5,25305,4837
2024-06-04,Keyboard,2,27493,7912
2024-08-25,Keyboard,6,8869,9075
2025-01-10,Monitor,8,45388,6406
2024-03-22,Monitor,6,46989,3792
2025-05-06,Phone,4,35883,2085
2024-12-21,Tablet,6,18497,2017
2024-09-29,Keyboard,8,16129,8341
2025-08-02,Phone,8,32449,1902
2024-02-13,Phone,2,3340,3233
2025-07-26,Laptop,8,14551,6668
2024-05-02,Keyboard,6,28023,8353
2024-12-14,Phone,2,2274,232
2025-12-08,Laptop,1,13762,6790
2024-11-25,Keyboard,6,4371,214
2025-02-12,Monitor,7,8773,7008
2024-11-18,Laptop,5,17729,2187
2024-04-20,Monitor,8,27885,504
2024-03-29,Tablet,9,42676,2335
2025-03-08,Tablet,4,29789,7896
2025-12-10,Tablet,7,3760,4872
2025-12-12,Tablet,8,32519,591
2024-04-08,Phone,6,3645,6083
2025-06-22,Tablet,2,32253,2715
2025-08-23,Phone,7,8302,7199
2024-05-25,Phone,9,2763,5848
2025-11-24,Keyboard,5,27413,5835
2024-09-13,Phone,2,8655,4664
2024-07-07,Phone,4,1422,4342
2024-08-27,Tablet,3,7195,6239
2025-05-17,Phone,4,21172,6723
2025-12-08,Monitor,7,39026,1738
2025-11-07,Tablet,8,45844,5145
2024-09-27,Laptop,1,19514,7633
2025-06-03,Tablet,8,8316,7874
2025-07-03,Phone,5,26243,1687
2024-04-23,Monitor,7,40824,6016
2024-12-04,Tablet,1,49493,4720
2025-07-21,Monitor,2,29039,5253
2024-12-24,Laptop,1,30602,5184
2025-10-11,Laptop,5,39198,1940
2025-09-05,Keyboard,6,12133,3255
2024-11-29,Keyboard,9,23884,8719
2025-11-19,Tablet,8,4012,2416
2024-06-17,Keyboard,7,6566,7609
2024-12-04,Monitor,5,32000,2576
2024-09-17,Keyboard,3,13707,7857
2024-07-17,Monitor,9,20606,416
2024-07-29,Keyboard,5,14822,6571
2024-10-13,Keyboard,3,35328,9957
2025-11-22,Keyboard,3,47281,6656
2025-04-16,Phone,3,19918,62
2025-04-26,Phone,6,2887,8777
2024-01-23,Keyboard,1,8531,3289
2025-07-13,Monitor,4,2299,2367
2024-04-18,Tablet,8,36048,4092
2024-10-22,Laptop,3,34395,7535
2024-01-06,Phone,5,25414,425
2025-07-03,Keyboard,2,40633,9966
2025-11-11,Laptop,2,15135,306
2024-07-21,Phone,7,40879,499
2024-11-20,Tablet,3,45914,9135
2024-08-31,Monitor,5,8035,3262
2024-11-22,Keyboard,3,47772,9426
2024-02-16,Tablet,6,42632,6225
2025-08-13,Phone,3,3308,5993
2025-09-13,Keyboard,8,13555,8076
2024-01-13,Laptop,2,28105,7496
2025-01-14,Monitor,3,27165,1358
2024-12-30,Phone,8,33267,9158
2025-08-24,Monitor,8,4797,8389
2024-12-07,Keyboard,1,44477,4066
2024-08-08,Tablet,8,21443,3990
2024-03-13,Monitor,2,33716,6763
2025-09-16,Laptop,7,5508,4121
2024-02-15,Phone,6,21777,8157
2025-05-18,Laptop,2,17320,5962
2024-09-30,Monitor,5,6512,492
2025-07-08,Tablet,7,22753,2994
2024-07-26,Tablet,8,29702,3986
2025-09-06,Laptop,3,29736,448
2024-05-03,Keyboard,1,2120,9393
2024-01-10,Keyboard,7,46852,3045
2024-11-24,Tablet,5,34216,6379
2024-07-05,Laptop,5,9819,2266
2025-06-26,Laptop,7,17075,1757
2025-10-29,Laptop,1,12704,5816
2024-02-29,Monitor,8,12452,5727
2025-03-17,Keyboard,5,18287,2618
2024-08-04,Keyboard,8,34372,7688
2024-01-02,Monitor,5,29876,210
2025-06-19,Phone,7,1048,8117
2025-12-18,Monitor,3,12140,3954
2025-12-11,Laptop,2,26937,3623
2024-12-21,Monitor,6,22645,1875
2025-09-17,Laptop,5,8403,9865
2025-10-28,Tablet,9,18668,5632
2024-06-13,Laptop,4,27363,1226
2024-03-31,Keyboard,3,43881,4968
2024-06-15,Monitor,9,29048,4930
2024-07-25,Laptop,8,9490,3270
2024-10-08,Phone,6,11967,7870
2024-03-05,Tablet,1,24401,180
2025-05-30,Phone,1,23801,6709
2024-06-05,Phone,6,37506,3612
2024-11-01,Phone,3,20144,1549
2025-01-29,Tablet,3,4867,7480
2024-03-14,Tablet,6,38919,7755
2024-07-05,Tablet,3,16704,7676
2025-07-27,Tablet,6,20255,6729
2024-12-02,Phone,5,2593,2838
2025-11-06,Keyboard,4,4501,4926
2025-07-21,Keyboard,8,31283,3758
2025-09-14,Tablet,2,23440,9949
2025-12-30,Monitor,7,8310,1819
2024-08-27,Laptop,4,44540,9560
2025-06-16,Monitor,2,37822,6781
2024-05-20,Monitor,7,26508,3094
2024-09-21,Monitor,1,19401,425
2024-05-18,Keyboard,4,27933,6397
2025-04-03,Laptop,9,41965,3086
2024-03-10,Monitor,4,22689,8902
2025-01-19,Tablet,3,45639,6268
2025-09-21,Keyboard,2,29230,9645
2024-07-16,Tablet,3,9736,790
2024-07-23,Tablet,1,47037,8545
2025-12-26,Monitor,8,7561,1135
2025-07-21,Tablet,1,19088,1260
2025-11-17,Laptop,3,4402,8470
2025-10-01,Tablet,3,34620,3169
2025-03-06,Monitor,2,34864,317
2024-11-20,Tablet,5,42035,2824
2025-03-17,Keyboard,3,33947,4399
2024-10-14,Keyboard,3,29374,5015
2024-08-13,Keyboard,8,20596,8175
2024-03-04,Phone,4,12520,3509
2025-07-13,Keyboard,4,45364,1039
2025-12-14,Keyboard,3,44653,987
2025-05-12,Phone,1,41777,6704
2024-02-29,Keyboard,8,22185,7039
2025-01-31,Monitor,1,39002,8681
2024-09-13,Keyboard,7,16175,7392
2025-07-30,Keyboard,5,24865,6073
2024-08-26,Phone,4,22776,2408
2024-02-07,Monitor,4,13193,3395
2024-01-25,Tablet,8,24013,6410
2025-02-13,Laptop,6,24121,4866
2025-04-05,Monitor,1,24211,3793
2025-07-24,Tablet,8,40675,7209
2025-02-20,Monitor,2,45054,568
2024-12-22,Tablet,6,28285,318
2025-01-17,Tablet,9,3042,5494
2024-06-06,Monitor,1,17562,5525
2025-07-22,Phone,6,5866,4235
2025-03-08,Monitor,8,26965,5211
2024-02-17,Monitor,2,32786,9630
2024-11-23,Tablet,5,40678,9936
2025-03-08,Laptop,6,43103,9631
2025-03-06,Tablet,5,14147,3915
2024-02-25,Keyboard,3,38809,8061
2025-07-30,Monitor,4,43701,2385
2024-09-24,Monitor,7,43815,3724
2024-03-09,Phone,4,10360,4626
2025-12-28,Tablet,9,11245,550
2025-08-23,Phone,2,7318,9903
2025-03-24,Monitor,5,14601,8133
2024-09-13,Tablet,8,5528,8344
2025-11-02,Tablet,5,33225,5593
2025-05-04,Keyboard,8,49066,2796
2025-10-04,Keyboard,8,44222,3326
2024-02-18,Laptop,9,21587,3135
2025-10-20,Keyboard,6,46038,5785
2024-11-11,Tablet,4,9938,7846
2025-02-16,Keyboard,3,18656,6663
2025-03-09,Laptop,5,19048,1377
2024-01-02,Monitor,6,40379,7822
2024-05-24,Keyboard,3,25267,9921
2024-12-31,Tablet,2,39381,3796
2025-02-23,Monitor,7,3063,5734
2025-07-26,Tablet,5,49157,2612
2025-07-14,Monitor,9,8998,4213
2025-03-19,Tablet,3,8631,3367
2025-03-09,Keyboard,8,25607,2486
2025-10-04,Keyboard,6,29293,5819
2025-07-08,Laptop,4,3196,8549
2024-02-26,Monitor,9,24205,5968
2025-07-15,Laptop,5,23897,1139
2024-06-26,Phone,6,8204,4605
2024-10-19,Keyboard,9,16942,2444
2024-02-15,Monitor,7,10265,6518
2024-06-18,Laptop,5,10502,4054
2024-09-27,Laptop,2,11890,716
2025-02-20,Phone,4,44936,5768
2024-05-18,Laptop,2,19446,5202
2024-09-03,Tablet,3,49512,2284
2024-05-27,Keyboard,3,7141,6385
2024-08-17,Laptop,4,34209,1286
2025-09-28,Laptop,6,46083,1673
2025-12-04,Phone,3,39809,1424
2025-01-08,Tablet,1,16124,7325
2024-03-20,Laptop,1,10466,6409
2025-08-28,Keyboard,9,24314,226
2024-03-05,Keyboard,9,34689,9595
2024-03-28,Laptop,5,6265,6754
2024-03-28,Tablet,9,30722,2978
2025-12-13,Keyboard,7,17723,8867
2025-12-26,Keyboard,9,37269,7667
2024-07-22,Tablet,7,13147,7664
2025-01-16,Tablet,9,38516,3765
2025-08-23,Laptop,2,5459,4324
2025-04-20,Monitor,8,27757,8636
2025-07-26,Phone,7,32484,9410
2025-08-28,Monitor,6,22712,5021
2025-06-22,Monitor,5,27715,8439
2024-08-01,Keyboard,4,37157,1018
2024-03-14,Tablet,7,29557,3205
2024-03-01,Keyboard,3,34594,4814
2025-11-28,Phone,8,39169,2554
2025-06-26,Laptop,2,36626,7693
2024-08-06,Phone,1,34853,9518
2024-01-12,Keyboard,2,14000,6056
2025-02-18,Keyboard,9,44828,8012
2024-02-01,Keyboard,5,17272,7993
2024-06-08,Keyboard,8,49086,1319
2024-08-24,Monitor,3,3832,1414
2024-06-29,Laptop,7,22718,6766
2025-07-11,Monitor,2,36088,973
2024-12-06,Keyboard,8,15972,520
2025-04-02,Tablet,7,5459,6647
2024-03-20,Monitor,5,17943,3004
2025-10-08,Keyboard,4,45634,1198
2025-04-17,Keyboard,1,26374,3136
2025-11-01,Laptop,5,1801,9201
2025-12-15,Phone,9,43819,679
2024-04-21,Monitor,4,24580,7457
2024-10-18,Monitor,9,21183,824
2025-09-22,Monitor,2,30156,8601
2025-01-17,Keyboard,4,22955,8759
2024-01-17,Laptop,9,4612,1393
2025-05-07,Keyboard,4,46031,7448
2024-11-26,Keyboard,5,45042,7247
2025-04-30,Tablet,8,17382,5066
2025-02-09,Laptop,1,32645,7847
2024-04-26,Monitor,1,41888,2949
2025-07-08,Phone,9,33235,984
2024-04-24,Monitor,9,7745,2036
2025-07-02,Keyboard,4,45099,5046
2025-09-16,Laptop,2,2605,6592
2025-06-30,Laptop,9,43013,5515
2025-10-05,Laptop,4,22211,6361
2024-12-01,Tablet,6,6130,8618
2024-12-01,Monitor,1,3706,1555
2024-05-26,Tablet,9,19453,5413
2024-05-01,Phone,5,35896,1060
2024-03-21,Keyboard,3,10568,3527
2025-11-15,Tablet,4,13894,7791
2025-10-27,Tablet,1,1567,9472
2025-10-23,Keyboard,9,15745,9419
2025-01-09,Laptop,8,10359,3907
2025-07-23,Keyboard,4,29664,9914
2024-03-03,Monitor,2,39910,3889
2025-05-18,Keyboard,9,15877,4318
2025-10-29,Laptop,4,37334,2603
2025-03-24,Keyboard,9,34215,4439
2025-03-03,Tablet,3,21273,601
2025-03-02,Phone,7,34439,5616
2025-02-24,Tablet,7,49099,9281
2024-11-17,Phone,4,6614,5808
2025-11-10,Keyboard,2,33439,9126
2024-06-14,Monitor,9,13318,3101
2025-08-19,Keyboard,4,9835,5372
2025-10-10,Laptop,8,43319,2605
2025-04-05,Keyboard,2,6709,1139
2025-04-03,Phone,8,43648,508
2024-07-07,Tablet,5,4077,4771
2025-04-08,Monitor,7,8880,6354
2025-01-13,Keyboard,7,4576,1970
2024-01-02,Keyboard,9,33425,7744
2025-09-09,Tablet,3,41045,5718
2024-12-29,Monitor,4,41705,6348
2024-03-12,Keyboard,4,11595,6679
2025-03-02,Keyboard,5,48547,5196
2025-09-29,Phone,6,19679,1053
2024-06-18,Phone,3,40468,3133
2024-07-23,Laptop,4,28900,2639
2024-12-02,Tablet,3,19261,4360
2025-04-16,Monitor,2,48115,2291
2024-07-13,Keyboard,9,42309,5816
2025-10-31,Keyboard,1,2310,7761
2025-10-14,Laptop,2,22074,5030
2024-10-01,Keyboard,8,29062,988
2024-01-07,Tablet,7,41163,4351
2025-07-19,Laptop,1,19010,4020
2025-09-07,Tablet,5,7453,4049
2025-07-26,Laptop,6,39591,4700
2025-08-21,Keyboard,5,22631,6677
2024-06-26,Laptop,4,27383,3458
2024-08-29,Phone,1,38873,9012
2024-07-21,Monitor,7,6391,298
2025-06-26,Keyboard,9,36344,8614
2025-04-06,Monitor,6,19228,6000
2024-03-20,Keyboard,3,33887,2976
2025-06-06,Monitor,4,11594,8025
2025-02-20,Phone,5,2907,3907
2025-01-18,Monitor,1,13144,4980
2025-01-25,Laptop,5,36272,7064
2025-11-18,Monitor,1,20798,8943
2024-05-05,Keyboard,9,43946,7016
2025-05-08,Tablet,7,37307,9183
2024-02-16,Monitor,3,34572,6637
2025-12-18,Monitor,9,38898,6546
2025-04-20,Monitor,2,29169,5141
2025-09-10,Keyboard,7,30661,9035
2025-04-08,Monitor,9,7782,727
2024-05-02,Keyboard,6,27039,5959
2025-04-18,Keyboard,5,3807,1611
2024-05-13,Tablet,7,18245,4103
2025-09-10,Laptop,6,39933,8694
2025-07-15,Keyboard,5,37562,3706
2025-08-29,Phone,2,35055,5284
2024-01-23,Monitor,8,1573,4196
2025-07-19,Phone,7,33183,5538
2024-08-22,Monitor,6,26241,8131
2024-02-28,Tablet,5,22786,259
2024-06-12,Keyboard,5,4099,5033
2024-08-03,Laptop,9,27793,7191
2024-07-01,Keyboard,1,15889,4995
2025-07-22,Monitor,9,44613,8030
2025-10-18,Laptop,6,12818,4016
2024-03-30,Keyboard,4,49375,8868
2024-11-06,Laptop,7,3555,9700
2025-07-10,Monitor,9,17543,2874
2024-09-13,Tablet,5,6820,1300
2025-06-16,Tablet,5,39781,4808
2025-06-16,Keyboard,8,5142,4413
2024-02-21,Phone,7,27658,2213
2024-12-03,Monitor,8,9821,9865
2024-06-19,Keyboard,2,14932,1903
2024-03-07,Keyboard,9,23257,803
2025-09-16,Tablet,3,37734,5498
2024-10-26,Laptop,6,26544,1918
2025-11-02,Monitor,6,22471,231
2024-08-19,Laptop,2,44726,1563
2024-03-08,Monitor,7,49147,9144
2025-05-20,Phone,9,26227,3394
2024-01-28,Tablet,1,23059,5288
2025-09-19,Phone,8,8784,7139
2024-02-20,Keyboard,2,44026,6451
2025-11-23,Tablet,1,18165,2606
2024-09-16,Keyboard,8,27976,6148
2025-08-13,Phone,2,11491,5330
2025-09-11,Monitor,6,20061,4294
2025-08-08,Keyboard,6,5011,2214
2025-11-17,Laptop,5,11296,6651
2024-07-02,Monitor,8,4381,2071
2024-01-23,Monitor,3,16168,2871
2024-05-08,Phone,4,35681,5988
2024-10-17,Phone,7,34812,6182
2025-05-15,Tablet,7,28606,9812
2024-07-04,Tablet,8,27722,6019
2025-04-23,Laptop,2,16229,6218
2025-07-24,Monitor,2,5284,763
2025-05-06,Laptop,4,38894,7253
2025-05-27,Laptop,9,37782,3595
2025-10-04,Phone,9,34413,8464
2024-03-07,Laptop,4,9602,913
2025-04-11,Laptop,9,44766,4675
2024-10-11,Keyboard,3,38718,5357
2025-08-23,Tablet,5,18450,1475
2025-02-20,Tablet,9,5007,2354
2024-04-09,Monitor,6,46803,703
2024-07-07,Tablet,3,37516,9401
2025-01-22,Monitor,9,14023,8179
2024-08-28,Keyboard,6,25167,6784
2025-12-31,Tablet,4,4492,493
2025-02-20,Keyboard,4,41790,7509
2024-06-24,Tablet,8,8527,4719
2025-01-21,Tablet,7,22644,5156
2025-04-15,Keyboard,1,26030,4486
2024-08-20,Laptop,6,45240,2907
2025-10-24,Laptop,8,15805,9522
2025-03-27,Laptop,3,44061,3089
2024-10-03,Laptop,9,22231,8341
2024-08-16,Tablet,2,21173,2787
2024-06-19,Phone,6,33797,7006
2024-07-31,Keyboard,1,26342,5289
2024-10-08,Phone,2,24327,1657
2024-02-10,Phone,5,38002,3003
2024-05-01,Monitor,1,47166,5983
2024-08-14,Laptop,8,26673,4732
2024-10-20,Tablet,1,19409,6383
2025-08-22,Laptop,9,31507,7442
2024-09-23,Laptop,3,13485,9097
2025-06-24,Phone,2,23025,6659
2025-03-26,Monitor,1,47257,4975
2025-03-24,Laptop,9,36010,9628
2024-03-01,Keyboard,4,37903,7300
2025-05-16,Keyboard,1,37693,9958
2024-05-26,Laptop,1,41929,5833
2025-11-16,Phone,7,4330,9967
2024-11-29,Phone,2,1033,6773
2024-05-21,Tablet,7,47518,234
2024-02-13,Monitor,7,21446,571
2024-05-23,Phone,9,24004,1298
2024-11-28,Tablet,7,45515,9900
2025-05-11,Keyboard,1,28755,1052
2025-01-30,Keyboard,8,37355,6316
2024-02-24,Keyboard,8,42221,6494
2024-11-02,Laptop,4,46561,7067
2025-02-26,Monitor,8,42350,8635
2025-02-20,Tablet,4,35623,1667
2025-11-03,Monitor,8,35223,710
2024-11-20,Laptop,5,36239,5574
2025-12-10,Tablet,4,6039,7666
2025-11-01,Tablet,6,7993,5300
2024-03-20,Phone,2,36104,7562
2024-01-31,Monitor,2,21811,6955
2024-04-21,Monitor,2,38207,369
2025-07-11,Phone,9,4144,8825
2025-12-17,Keyboard,3,20945,3650
2025-07-17,Laptop,4,36434,6010
2025-10-11,Monitor,8,10011,5329
2025-04-16,Phone,4,683,8823
2024-03-14,Tablet,7,9975,1817
2025-07-06,Phone,5,19730,9798
2025-04-23,Keyboard,9,26508,1848
2025-08-11,Laptop,4,11832,9240
2025-01-21,Keyboard,3,48441,8999
2025-11-29,Tablet,2,43256,332
2025-07-17,Tablet,1,5222,6387
2025-03-08,Tablet,6,15694,5216
2025-02-15,Tablet,2,27131,7171
2025-04-11,Phone,8,28412,7459
2025-08-21,Tablet,6,17666,5539
2025-09-12,Tablet,5,47340,4946
2024-09-04,Phone,2,16476,180
2025-08-03,Tablet,7,39123,1343
2024-04-29,Keyboard,2,46562,6109
2024-03-07,Keyboard,5,12546,7007
2025-07-26,Monitor,2,33944,110
2024-11-22,Keyboard,2,24134,2261
2025-12-03,Laptop,7,4590,9790
2025-04-14,Laptop,9,45766,6326
2025-05-07,Laptop,5,30508,5413
2025-12-01,Phone,7,22607,8202
2025-10-24,Keyboard,4,46045,8023
2024-10-12,Laptop,2,8882,87
2025-08-30,Monitor,3,48274,6040
2024-11-07,Phone,2,9534,5488
2024-11-04,Monitor,5,9026,7727
2024-04-06,Keyboard,6,24573,523
2024-04-22,Tablet,7,47198,108
2025-09-28,Monitor,3,1610,2686
2025-03-31,Tablet,4,16945,2664
2025-04-07,Phone,8,886,7346
2024-05-11,Monitor,4,19084,5049
2024-04-30,Monitor,7,46174,9653
2024-07-15,Phone,6,34951,8326
2025-04-26,Phone,7,48301,9775
2025-09-25,Laptop,1,48976,3847
2024-02-08,Keyboard,3,31049,2724
2025-07-19,Monitor,6,6821,6486
2025-05-26,Monitor,3,24940,3170
2025-04-18,Phone,7,32066,9332
2024-06-09,Phone,9,41946,2126
2024-10-15,Keyboard,3,33021,3240
2024-07-18,Phone,1,45192,4837
2025-06-11,Tablet,6,24298,6106
2025-11-15,Tablet,1,14065,7544
2025-05-17,Tablet,1,23527,9450
2024-09-04,Tablet,8,42000,3627
2025-01-17,Keyboard,9,32595,4791
2024-08-05,Monitor,2,6131,6882
2024-03-27,Tablet,9,24829,2631
2024-03-22,Phone,5,43520,3837
2024-03-02,Tablet,8,45706,8757
2025-05-14,Keyboard,7,38437,7153
2024-02-11,Phone,7,7287,982
2024-01-12,Tablet,4,38500,1713
2025-10-04,Monitor,2,27375,8798
2024-04-24,Phone,5,25014,7964
2024-08-05,Phone,3,23080,9913
2025-10-10,Monitor,9,20791,9234
2024-04-15,Phone,6,4788,9870
2025-11-21,Tablet,1,7234,9933
2025-06-11,Phone,3,17964,4902
2025-04-16,Tablet,4,39508,1154
2025-01-21,Monitor,9,49849,1320
2024-08-13,Laptop,6,8314,9651
2025-04-25,Monitor,4,43654,3696
2025-02-11,Tablet,1,8351,5137
2025-04-01,Keyboard,8,2100,9572
2025-10-14,Monitor,2,7366,4773
2025-12-11,Keyboard,8,4192,2104
2025-09-15,Keyboard,6,20873,9195
2025-09-30,Tablet,8,33600,6708
2024-01-21,Tablet,6,46977,1892
2025-10-20,Laptop,5,47377,2852
2025-08-23,Phone,5,15347,7785
2024-07-21,Monitor,8,15007,8251
2025-02-20,Tablet,7,10463,8363
2025-02-19,Monitor,8,6606,6155
2025-03-23,Keyboard,8,7833,2610
2025-05-26,Phone,7,49326,3087
2024-03-25,Laptop,2,32413,8682
2024-06-15,Monitor,9,31783,2799
2025-01-18,Phone,7,39923,640
2025-04-12,Laptop,6,38576,1418
2024-03-12,Monitor,9,30315,1411
2025-06-04,Phone,1,21084,8178
2025-04-17,Tablet,2,25882,3823
2024-09-14,Monitor,1,1564,2114
2024-10-01,Phone,3,42348,2465
2024-01-20,Laptop,5,44383,3001
2025-05-04,Phone,1,7320,5666
2025-05-04,Tablet,4,9012,8025
2024-11-21,Monitor,8,37225,7151
2025-06-12,Monitor,6,20115,9818
2024-03-29,Monitor,1,40276,5053
2025-04-30,Tablet,1,49312,8356
2025-12-08,Laptop,3,18384,6293
2024-12-15,Monitor,8,47955,6631
2024-03-24,Laptop,8,18452,9610
2025-01-21,Phone,3,10211,8380
2024-03-27,Laptop,7,20973,4973
2024-11-02,Laptop,3,18749,6517
2024-06-02,Monitor,4,10097,4991
2025-03-15,Keyboard,9,22484,6487
2024-09-20,Keyboard,4,48522,6126
2025-02-24,Tablet,3,16888,5698
2025-05-07,Tablet,5,47637,8051
2025-09-24,Keyboard,7,41227,1365
2025-02-14,Phone,5,19282,123
2024-06-21,Monitor,4,7108,8725
2024-01-04,Monitor,8,33615,1599
2025-10-01,Phone,4,45680,1409
2025-04-16,Phone,2,43273,1946
2024-04-19,Keyboard,6,7000,6709
2024-02-06,Tablet,2,35842,5296
2025-08-05,Phone,3,20709,7017
2024-01-31,Tablet,1,21477,6711
2025-01-15,Laptop,5,38540,560
2024-09-24,Monitor,9,49800,8664
2024-01-11,Keyboard,2,41962,2482
2024-12-09,Monitor,7,4021,1956
2025-06-27,Keyboard,5,1800,9200
2025-07-22,Laptop,2,27575,9066
2024-06-14,Monitor,8,24479,114
2025-11-30,Laptop,6,31302,4978
2024-12-07,Keyboard,4,12725,4760
2025-04-26,Phone,4,11981,6174
2024-01-19,Monitor,2,21717,7887
2025-09-19,Laptop,3,45313,850
2024-07-02,Monitor,7,37653,6113
2025-06-28,Monitor,3,15255,8519
2024-01-10,Monitor,5,25414,6159
2025-08-14,Tablet,6,36092,9959
2024-07-10,Laptop,6,26769,6709
2024-11-15,Laptop,4,39232,1288
2025-12-02,Monitor,6,25055,6632
2025-08-02,Phone,3,20374,4573
2025-04-19,Monitor,7,37035,5670
2025-09-28,Tablet,7,46844,1536
2025-03-02,Keyboard,4,45536,4731
2024-02-28,Tablet,2,8425,4520
2025-03-11,Phone,7,3607,5669
2024-04-06,Monitor,3,21352,8334
2025-05-10,Laptop,1,30683,7227
2025-10-22,Monitor,2,28117,5491
2024-10-04,Phone,9,9222,1890
2024-09-21,Laptop,8,23131,5447
2024-01-09,Tablet,6,32122,1671
2025-04-01,Keyboard,6,8383,1611
2024-09-29,Keyboard,1,20208,5899
2024-01-08,Monitor,2,46721,1466
2024-07-26,Tablet,4,17697,4240
2025-09-28,Phone,3,21634,5104
2024-05-02,Keyboard,1,40886,1180
2024-02-02,Tablet,8,34050,9655
2025-05-27,Monitor,7,15142,3647
2024-07-22,Laptop,4,20939,2168
2025-06-01,Monitor,9,32743,713
2025-05-31,Monitor,4,41057,2684
2025-03-18,Tablet,1,25083,2824
2025-08-14,Keyboard,1,28849,6244
2025-11-19,Tablet,1,14502,4019
2024-12-04,Laptop,1,20023,3540
2025-03-13,Tablet,4,45249,9813
2025-03-20,Phone,1,5507,1573
2024-05-15,Monitor,2,20935,8103
2025-01-21,Keyboard,4,40843,1037
2024-01-25,Laptop,7,25593,7965
2025-05-20,Monitor,2,49452,6453
2024-11-20,Tablet,8,11794,5371
2025-11-25,Phone,7,38905,3895
2025-11-10,Tablet,9,46038,6351
2024-12-03,Monitor,6,47810,148
2025-11-20,Laptop,4,11408,2338
2024-04-04,Keyboard,6,13199,9756
2025-06-28,Monitor,4,35133,4347
2025-09-14,Laptop,7,1876,8875
2024-05-25,Monitor,9,14755,7846
2024-08-18,Phone,3,14147,7313
2025-05-09,Tablet,3,38676,8820
2024-02-07,Keyboard,2,8663,4009
2025-02-28,Laptop,1,39551,7435
2025-10-08,Keyboard,1,35244,8514
2025-03-12,Keyboard,3,6943,5388
2025-01-02,Keyboard,7,13824,4931
2024-12-10,Laptop,9,21643,4004
2024-06-08,Laptop,2,40863,3977
2025-07-03,Keyboard,7,5420,8694
2025-10-23,Tablet,1,17875,9417
2025-06-24,Monitor,2,38496,4961
2024-05-23,Keyboard,6,12248,463
2025-08-10,Phone,5,29035,1600
2025-10-18,Keyboard,8,16215,4576
2025-07-29,Laptop,2,47752,7191
2024-12-10,Monitor,1,6950,6621
2024-09-25,Phone,7,25510,1996
2025-11-26,Monitor,6,520,5253
2024-09-24,Monitor,8,15217,241
2024-06-17,Phone,8,47848,90
2024-02-02,Keyboard,2,43385,5942
2025-01-11,Keyboard,8,10164,9574
2024-08-01,Keyboard,6,1599,3499
2025-07-15,Tablet,9,23725,8377
2025-03-15,Keyboard,7,3137,5959
2025-05-06,Phone,2,41849,1991
2025-01-27,Tablet,8,41012,9807
2025-05-03,Keyboard,9,20297,4271
2025-12-22,Tablet,7,40725,7574
2024-01-29,Phone,4,11307,6593
2024-02-08,Keyboard,9,18238,6272
2025-09-03,Laptop,4,6902,8630
2024-06-21,Phone,4,5021,1608
2024-01-17,Monitor,9,49657,2171
2024-02-25,Monitor,8,8882,1078
2024-08-13,Phone,4,45960,8323
2025-07-11,Monitor,8,37621,5706
2024-03-07,Phone,8,15565,9017
2024-07-15,Laptop,7,20434,3088
2025-10-15,Phone,6,14925,1928
2024-01-23,Keyboard,8,13611,2321
2025-08-28,Keyboard,7,41299,1657
2024-08-24,Tablet,5,16010,3189
2025-07-19,Monitor,4,38351,655
2024-05-17,Monitor,2,9316,4785
2025-04-17,Phone,8,12817,3715
2025-07-06,Monitor,9,2675,5902
2025-09-01,Keyboard,4,11841,5512
2025-11-25,Laptop,4,26154,2194
2025-10-01,Phone,5,22108,4320
2024-08-16,Monitor,2,18079,8157
2024-11-12,Keyboard,7,30694,1426
2025-08-20,Tablet,5,35337,3512
2025-12-21,Monitor,6,3858,397
2025-12-27,Laptop,4,19322,50
2025-09-03,Laptop,8,42076,112
2025-07-14,Monitor,8,37512,1833
2024-07-19,Monitor,5,20227,8467
2024-09-14,Keyboard,6,35079,6616
2025-04-24,Monitor,3,31518,1092
2024-06-26,Tablet,1,17055,9086
2024-05-02,Keyboard,9,6406,1284
2024-12-07,Phone,9,41251,2034
2024-06-19,Tablet,3,4563,9520
2025-10-09,Keyboard,4,43714,1644
2024-02-28,Keyboard,7,9144,6307
2025-12-05,Laptop,2,42878,2002
2025-04-09,Keyboard,3,8642,1745
2024-09-16,Tablet,6,32144,1004
2025-01-07,Monitor,8,34021,3341
